
,,,Measures,"Number of collisions","Number of injured","Number of fatalities"
"December","2014","Snow (fresh, loose snow)","Snowing, not including drifting snow",443,589,5
"December","2014","Snow (fresh, loose snow)","Freezing rain, sleet, hail",3,4,0
"December","2014","Snow (fresh, loose snow)","Visibility limitation",70,92,0
"December","2014","Snow (fresh, loose snow)","Strong wind",6,6,0
"December","2014","Snow (fresh, loose snow)","Other",0,0,0
"December","2014","Snow (fresh, loose snow)","Unknown",8,11,0
"December","2014","Slush, wet snow","Clear and sunny",100,135,1
"December","2014","Slush, wet snow","Overcast, cloudy but no precipitation",85,116,0
"December","2014","Slush, wet snow","Raining",36,45,0
"December","2014","Slush, wet snow","Snowing, not including drifting snow",149,191,1
"December","2014","Slush, wet snow","Freezing rain, sleet, hail",10,13,0
"December","2014","Slush, wet snow","Visibility limitation",22,24,1
"December","2014","Slush, wet snow","Strong wind",2,3,0
"December","2014","Slush, wet snow","Other",0,0,0
"December","2014","Slush, wet snow","Unknown",1,1,0
"December","2014","Icy","Clear and sunny",756,986,9
"December","2014","Icy","Overcast, cloudy but no precipitation",279,367,10
"December","2014","Icy","Raining",53,71,3
"December","2014","Icy","Snowing, not including drifting snow",223,298,3
"December","2014","Icy","Freezing rain, sleet, hail",109,145,3
"December","2014","Icy","Visibility limitation",81,106,1
"December","2014","Icy","Strong wind",15,17,0
"December","2014","Icy","Other",3,3,0
"December","2014","Icy","Unknown",56,65,0
"December","2014","Sand/gravel/dirt","Clear and sunny",17,20,0
"December","2014","Sand/gravel/dirt","Overcast, cloudy but no precipitation",6,7,1
"December","2014","Sand/gravel/dirt","Raining",0,0,0
"December","2014","Sand/gravel/dirt","Snowing, not including drifting snow",0,0,0
"December","2014","Sand/gravel/dirt","Freezing rain, sleet, hail",0,0,0
"December","2014","Sand/gravel/dirt","Visibility limitation",3,3,0
"December","2014","Sand/gravel/dirt","Strong wind",0,0,0
"December","2014","Sand/gravel/dirt","Other",0,0,0
"December","2014","Sand/gravel/dirt","Unknown",0,0,0
"December","2014","Muddy","Clear and sunny",2,2,0
"December","2014","Muddy","Overcast, cloudy but no precipitation",1,2,0
"December","2014","Muddy","Raining",0,0,0
"December","2014","Muddy","Snowing, not including drifting snow",0,0,0
"December","2014","Muddy","Freezing rain, sleet, hail",0,0,0
"December","2014","Muddy","Visibility limitation",0,0,0
"December","2014","Muddy","Strong wind",0,0,0
"December","2014","Muddy","Other",0,0,0
"December","2014","Muddy","Unknown",0,0,0
"December","2014","Oil","Clear and sunny",0,0,0
"December","2014","Oil","Overcast, cloudy but no precipitation",0,0,0
"December","2014","Oil","Raining",0,0,0
"December","2014","Oil","Snowing, not including drifting snow",0,0,0
"December","2014","Oil","Freezing rain, sleet, hail",0,0,0
"December","2014","Oil","Visibility limitation",0,0,0
"December","2014","Oil","Strong wind",0,0,0
"December","2014","Oil","Other",0,0,0
"December","2014","Oil","Unknown",0,0,0
"December","2014","Flooded","Clear and sunny",0,0,0
"December","2014","Flooded","Overcast, cloudy but no precipitation",0,0,0
"December","2014","Flooded","Raining",3,3,0
"December","2014","Flooded","Snowing, not including drifting snow",0,0,0
"December","2014","Flooded","Freezing rain, sleet, hail",0,0,0
"December","2014","Flooded","Visibility limitation",0,0,0
"December","2014","Flooded","Strong wind",0,0,0
"December","2014","Flooded","Other",0,0,0
"December","2014","Flooded","Unknown",0,0,0
"December","2014","Other","Clear and sunny",576,756,9
"December","2014","Other","Overcast, cloudy but no precipitation",2,3,0
"December","2014","Other","Raining",13,16,3
"December","2014","Other","Snowing, not including drifting snow",100,146,1
"December","2014","Other","Freezing rain, sleet, hail",6,5,1
"December","2014","Other","Visibility limitation",21,30,1
"December","2014","Other","Strong wind",0,0,0
"December","2014","Other","Other",5,5,0
"December","2014","Other","Unknown",9,16,0
"December","2014","Unknown","Clear and sunny",27,31,0
"December","2014","Unknown","Overcast, cloudy but no precipitation",6,8,0
"December","2014","Unknown","Raining",0,0,0
"December","2014","Unknown","Snowing, not including drifting snow",3,9,0
"December","2014","Unknown","Freezing rain, sleet, hail",0,0,0
"December","2014","Unknown","Visibility limitation",1,2,0
"December","2014","Unknown","Strong wind",0,0,0
"December","2014","Unknown","Other",0,0,0
"December","2014","Unknown","Unknown",61,77,0
"December","2015","Dry, normal","Clear and sunny",3658,4997,71
"December","2015","Dry, normal","Overcast, cloudy but no precipitation",509,653,9
"December","2015","Dry, normal","Raining",7,10,0
"December","2015","Dry, normal","Snowing, not including drifting snow",4,7,0
"December","2015","Dry, normal","Freezing rain, sleet, hail",0,0,0
"December","2015","Dry, normal","Visibility limitation",48,67,2
"December","2015","Dry, normal","Strong wind",10,14,0
"December","2015","Dry, normal","Other",5,10,0
"December","2015","Dry, normal","Unknown",27,35,0
"December","2015","Wet","Clear and sunny",779,1036,13
"December","2015","Wet","Overcast, cloudy but no precipitation",562,752,6
"December","2015","Wet","Raining",1486,1943,18
"December","2015","Wet","Snowing, not including drifting snow",92,127,2
"December","2015","Wet","Freezing rain, sleet, hail",17,21,0
"December","2015","Wet","Visibility limitation",123,173,1
"December","2015","Wet","Strong wind",2,2,0
"December","2015","Wet","Other",12,14,0
"December","2015","Wet","Unknown",14,15,0
"December","2015","Snow (fresh, loose snow)","Clear and sunny",167,215,0
"December","2015","Snow (fresh, loose snow)","Overcast, cloudy but no precipitation",131,181,3
"December","2015","Snow (fresh, loose snow)","Raining",8,10,1
"December","2015","Snow (fresh, loose snow)","Snowing, not including drifting snow",473,613,4
"December","2015","Snow (fresh, loose snow)","Freezing rain, sleet, hail",6,7,0
"December","2015","Snow (fresh, loose snow)","Visibility limitation",59,82,0
"December","2015","Snow (fresh, loose snow)","Strong wind",2,2,0
"December","2015","Snow (fresh, loose snow)","Other",0,0,0
"December","2015","Snow (fresh, loose snow)","Unknown",10,15,0
"December","2015","Slush, wet snow","Clear and sunny",57,78,1
"December","2015","Slush, wet snow","Overcast, cloudy but no precipitation",47,83,0
"December","2015","Slush, wet snow","Raining",40,62,0
"December","2015","Slush, wet snow","Snowing, not including drifting snow",129,178,4
"December","2015","Slush, wet snow","Freezing rain, sleet, hail",17,21,0
"December","2015","Slush, wet snow","Visibility limitation",13,14,0
"December","2015","Slush, wet snow","Strong wind",1,1,0
"December","2015","Slush, wet snow","Other",0,0,0
"December","2015","Slush, wet snow","Unknown",0,0,0
"December","2015","Icy","Clear and sunny",398,536,9
"December","2015","Icy","Overcast, cloudy but no precipitation",240,330,6
"December","2015","Icy","Raining",45,51,3
"December","2015","Icy","Snowing, not including drifting snow",228,304,2
"December","2015","Icy","Freezing rain, sleet, hail",113,145,1
"December","2015","Icy","Visibility limitation",41,48,1
"December","2015","Icy","Strong wind",6,8,0
"December","2015","Icy","Other",2,2,0
"December","2015","Icy","Unknown",34,41,1
"December","2015","Sand/gravel/dirt","Clear and sunny",10,11,0
"December","2015","Sand/gravel/dirt","Overcast, cloudy but no precipitation",0,0,0
"December","2015","Sand/gravel/dirt","Raining",5,5,0
"December","2015","Sand/gravel/dirt","Snowing, not including drifting snow",1,1,0
"December","2015","Sand/gravel/dirt","Freezing rain, sleet, hail",0,0,0
"December","2015","Sand/gravel/dirt","Visibility limitation",0,0,0
"December","2015","Sand/gravel/dirt","Strong wind",0,0,0
"December","2015","Sand/gravel/dirt","Other",0,0,0
"December","2015","Sand/gravel/dirt","Unknown",1,1,0
"December","2015","Muddy","Clear and sunny",4,7,0
"December","2015","Muddy","Overcast, cloudy but no precipitation",1,1,0
"December","2015","Muddy","Raining",0,0,0
"December","2015","Muddy","Snowing, not including drifting snow",0,0,0
"December","2015","Muddy","Freezing rain, sleet, hail",0,0,0
"December","2015","Muddy","Visibility limitation",0,0,0
"December","2015","Muddy","Strong wind",0,0,0
"December","2015","Muddy","Other",0,0,0
"December","2015","Muddy","Unknown",0,0,0
"December","2015","Oil","Clear and sunny",0,0,0
"December","2015","Oil","Overcast, cloudy but no precipitation",0,0,0
"December","2015","Oil","Raining",0,0,0
"December","2015","Oil","Snowing, not including drifting snow",0,0,0
"December","2015","Oil","Freezing rain, sleet, hail",0,0,0
"December","2015","Oil","Visibility limitation",0,0,0
"December","2015","Oil","Strong wind",0,0,0
"December","2015","Oil","Other",0,0,0
"December","2015","Oil","Unknown",0,0,0
"December","2015","Flooded","Clear and sunny",0,0,0
"December","2015","Flooded","Overcast, cloudy but no precipitation",0,0,0
"December","2015","Flooded","Raining",0,0,0
"December","2015","Flooded","Snowing, not including drifting snow",0,0,0
"December","2015","Flooded","Freezing rain, sleet, hail",0,0,0
"December","2015","Flooded","Visibility limitation",0,0,0
"December","2015","Flooded","Strong wind",0,0,0
"December","2015","Flooded","Other",0,0,0
"December","2015","Flooded","Unknown",0,0,0
"December","2015","Other","Clear and sunny",393,519,4
"December","2015","Other","Overcast, cloudy but no precipitation",2,5,0
"December","2015","Other","Raining",4,6,0
"December","2015","Other","Snowing, not including drifting snow",220,307,2
"December","2015","Other","Freezing rain, sleet, hail",6,6,0
"December","2015","Other","Visibility limitation",29,38,0
"December","2015","Other","Strong wind",3,3,0
"December","2015","Other","Other",6,8,0
"December","2015","Other","Unknown",16,21,0
"December","2015","Unknown","Clear and sunny",24,30,1
"December","2015","Unknown","Overcast, cloudy but no precipitation",3,3,0
"December","2015","Unknown","Raining",1,1,0
"December","2015","Unknown","Snowing, not including drifting snow",3,3,0
"December","2015","Unknown","Freezing rain, sleet, hail",0,0,0
"December","2015","Unknown","Visibility limitation",0,0,0
"December","2015","Unknown","Strong wind",0,0,0
"December","2015","Unknown","Other",0,0,0
"December","2015","Unknown","Unknown",69,77,1
"December","2016","Dry, normal","Clear and sunny",2619,3537,47
"December","2016","Dry, normal","Overcast, cloudy but no precipitation",287,394,6
"December","2016","Dry, normal","Raining",2,2,0
"December","2016","Dry, normal","Snowing, not including drifting snow",15,22,0
"December","2016","Dry, normal","Freezing rain, sleet, hail",0,0,0
"December","2016","Dry, normal","Visibility limitation",12,15,0
"December","2016","Dry, normal","Strong wind",13,22,0
"December","2016","Dry, normal","Other",4,5,0
"December","2016","Dry, normal","Unknown",29,31,0
"December","2016","Wet","Clear and sunny",1010,1410,17
"December","2016","Wet","Overcast, cloudy but no precipitation",456,612,2
"December","2016","Wet","Raining",473,613,7
"December","2016","Wet","Snowing, not including drifting snow",219,300,3
"December","2016","Wet","Freezing rain, sleet, hail",13,17,0
"December","2016","Wet","Visibility limitation",19,27,2
"December","2016","Wet","Strong wind",2,3,0
"December","2016","Wet","Other",2,5,0
"December","2016","Wet","Unknown",5,7,0
"December","2016","Snow (fresh, loose snow)","Clear and sunny",409,535,3
"December","2016","Snow (fresh, loose snow)","Overcast, cloudy but no precipitation",186,253,3
"December","2016","Snow (fresh, loose snow)","Raining",7,7,0
"December","2016","Snow (fresh, loose snow)","Snowing, not including drifting snow",1070,1404,5
"December","2016","Snow (fresh, loose snow)","Freezing rain, sleet, hail",5,5,0
"December","2016","Snow (fresh, loose snow)","Visibility limitation",184,248,1
"December","2016","Snow (fresh, loose snow)","Strong wind",13,16,0
"December","2016","Snow (fresh, loose snow)","Other",1,1,0
"December","2016","Snow (fresh, loose snow)","Unknown",16,21,0
"December","2016","Slush, wet snow","Clear and sunny",195,247,4
"December","2016","Slush, wet snow","Overcast, cloudy but no precipitation",94,120,0
"December","2016","Slush, wet snow","Raining",36,45,1
"December","2016","Slush, wet snow","Snowing, not including drifting snow",236,297,1
"December","2016","Slush, wet snow","Freezing rain, sleet, hail",16,20,0
"December","2016","Slush, wet snow","Visibility limitation",15,17,0
"December","2016","Slush, wet snow","Strong wind",2,2,0
"December","2016","Slush, wet snow","Other",2,3,0
"December","2016","Slush, wet snow","Unknown",4,6,0
"December","2016","Icy","Clear and sunny",906,1210,10
"December","2016","Icy","Overcast, cloudy but no precipitation",347,463,3
"December","2016","Icy","Raining",35,42,3
"December","2016","Icy","Snowing, not including drifting snow",523,731,2
"December","2016","Icy","Freezing rain, sleet, hail",164,225,0
"December","2016","Icy","Visibility limitation",113,144,3
"December","2016","Icy","Strong wind",28,41,1
"December","2016","Icy","Other",5,5,0
"December","2016","Icy","Unknown",35,42,1
"December","2016","Sand/gravel/dirt","Clear and sunny",3,3,0
"December","2016","Sand/gravel/dirt","Overcast, cloudy but no precipitation",2,6,1
"December","2016","Sand/gravel/dirt","Raining",0,0,0
"December","2016","Sand/gravel/dirt","Snowing, not including drifting snow",0,0,0
"December","2016","Sand/gravel/dirt","Freezing rain, sleet, hail",0,0,0
"December","2016","Sand/gravel/dirt","Visibility limitation",1,1,0
"December","2016","Sand/gravel/dirt","Strong wind",0,0,0
"December","2016","Sand/gravel/dirt","Other",1,1,0
"December","2016","Sand/gravel/dirt","Unknown",0,0,0
"December","2016","Muddy","Clear and sunny",0,0,0
"December","2016","Muddy","Overcast, cloudy but no precipitation",1,1,0
"December","2016","Muddy","Raining",0,0,0
"December","2016","Muddy","Snowing, not including drifting snow",0,0,0
"December","2016","Muddy","Freezing rain, sleet, hail",0,0,0
"December","2016","Muddy","Visibility limitation",0,0,0
"December","2016","Muddy","Strong wind",0,0,0
"December","2016","Muddy","Other",0,0,0
"December","2016","Muddy","Unknown",0,0,0
