Month,Year,RoadSurface,Weather,NoofCollisions,NoofInjured,NoofFatalities,Season
December,2013,"Dry, normal",Other,4,6,0,Winter
December,2013,"Dry, normal",Clear and sunny,6,6,0,Winter
December,2013,Wet,Clear and sunny,907,1273,9,Winter
December,2013,Wet,"Overcast, cloudy but no precipitation",454,649,7,Winter
December,2013,Wet,Raining,355,449,8,Winter
December,2013,Wet,"Snowing, not including drifting snow",161,236,1,Winter
December,2013,Wet,"Freezing rain, sleet, hail",28,35,1,Winter
December,2013,Wet,Visibility limitation,39,57,1,Winter
December,2013,Wet,Strong wind,2,5,0,Winter
December,2013,Wet,Other,1,1,0,Winter
December,2013,Wet,Clear and sunny,6,12,0,Winter
December,2013,"Snow (fresh, loose snow)",Clear and sunny,476,610,6,Winter
December,2013,"Snow (fresh, loose snow)","Overcast, cloudy but no precipitation",207,259,3,Winter
December,2013,"Snow (fresh, loose snow)",Raining,13,15,0,Winter
December,2013,"Snow (fresh, loose snow)","Snowing, not including drifting snow",1107,1439,14,Winter
December,2013,"Snow (fresh, loose snow)","Freezing rain, sleet, hail",12,15,0,Winter
December,2013,"Snow (fresh, loose snow)",Visibility limitation,156,210,1,Winter
December,2013,"Snow (fresh, loose snow)",Strong wind,8,10,0,Winter
December,2013,"Snow (fresh, loose snow)",Clear and sunny,14,18,0,Winter
December,2013,"Slush, wet snow",Clear and sunny,200,263,0,Winter
December,2013,"Slush, wet snow","Overcast, cloudy but no precipitation",97,139,0,Winter
December,2013,"Slush, wet snow",Raining,30,44,1,Winter
December,2013,"Slush, wet snow","Snowing, not including drifting snow",227,305,0,Winter
December,2013,"Slush, wet snow","Freezing rain, sleet, hail",49,69,0,Winter
December,2013,"Slush, wet snow",Visibility limitation,12,15,0,Winter
December,2013,"Slush, wet snow",Clear and sunny,3,4,0,Winter
December,2013,Icy,Clear and sunny,1436,1926,11,Winter
December,2013,Icy,"Overcast, cloudy but no precipitation",392,531,5,Winter
December,2013,Icy,Raining,29,52,5,Winter
December,2013,Icy,"Snowing, not including drifting snow",582,820,5,Winter
December,2013,Icy,"Freezing rain, sleet, hail",135,193,1,Winter
December,2013,Icy,Visibility limitation,112,157,2,Winter
December,2013,Icy,Strong wind,34,43,1,Winter
December,2013,Icy,Other,5,6,0,Winter
December,2013,Icy,Clear and sunny,71,90,0,Winter
December,2013,Sand/gravel/dirt,Clear and sunny,8,9,0,Winter
December,2013,Sand/gravel/dirt,"Overcast, cloudy but no precipitation",2,3,1,Winter
December,2013,Sand/gravel/dirt,Clear and sunny,1,1,0,Winter
December,2013,Muddy,Clear and sunny,2,2,0,Winter
December,2013,Muddy,"Overcast, cloudy but no precipitation",3,6,0,Winter
December,2013,Muddy,Visibility limitation,1,1,0,Winter
December,2013,Other,Clear and sunny,646,838,5,Winter
December,2013,Other,"Overcast, cloudy but no precipitation",4,5,0,Winter
December,2013,Other,Raining,13,16,0,Winter
December,2013,Other,"Snowing, not including drifting snow",414,561,9,Winter
December,2013,Other,"Freezing rain, sleet, hail",11,21,1,Winter
December,2013,Other,Visibility limitation,8,10,0,Winter
December,2013,Other,Strong wind,10,13,0,Winter
December,2013,Other,Other,20,25,0,Winter
December,2013,Other,Clear and sunny,21,25,0,Winter
December,2013,Wet,Clear and sunny,15,22,0,Winter
December,2013,Wet,"Overcast, cloudy but no precipitation",2,2,0,Winter
December,2013,Wet,"Snowing, not including drifting snow",6,8,0,Winter
December,2013,Wet,Other,1,1,0,Winter
December,2013,Wet,Clear and sunny,69,86,2,Winter
December,2014,"Dry, normal",Clear and sunny,3357,4638,56,Winter
December,2014,"Dry, normal","Overcast, cloudy but no precipitation",348,486,10,Winter
December,2014,"Dry, normal",Raining,7,10,0,Winter
December,2014,"Dry, normal","Snowing, not including drifting snow",8,8,0,Winter
December,2014,"Dry, normal",Visibility limitation,28,48,5,Winter
December,2014,"Dry, normal",Strong wind,3,3,0,Winter
December,2014,"Dry, normal",Other,5,9,0,Winter
December,2014,"Dry, normal",Clear and sunny,11,13,0,Winter
December,2014,Wet,Clear and sunny,901,1193,7,Winter
December,2014,Wet,"Overcast, cloudy but no precipitation",500,668,8,Winter
December,2014,Wet,Raining,915,1202,8,Winter
December,2014,Wet,"Snowing, not including drifting snow",136,171,1,Winter
December,2014,Wet,"Freezing rain, sleet, hail",15,19,0,Winter
December,2014,Wet,Visibility limitation,122,178,5,Winter
December,2014,Wet,Strong wind,6,10,0,Winter
December,2014,Wet,Other,9,10,0,Winter
December,2014,Wet,Clear and sunny,7,10,0,Winter
December,2014,"Snow (fresh, loose snow)",Clear and sunny,213,258,1,Winter
December,2014,"Snow (fresh, loose snow)","Overcast, cloudy but no precipitation",91,122,2,Winter
December,2014,"Snow (fresh, loose snow)",Raining,8,14,0,Winter
December,2014,"Snow (fresh, loose snow)","Snowing, not including drifting snow",443,589,5,Winter
December,2014,"Snow (fresh, loose snow)","Freezing rain, sleet, hail",3,4,0,Winter
December,2014,"Snow (fresh, loose snow)",Visibility limitation,70,92,0,Winter
December,2014,"Snow (fresh, loose snow)",Strong wind,6,6,0,Winter
December,2014,"Snow (fresh, loose snow)",Clear and sunny,8,11,0,Winter
December,2014,"Slush, wet snow",Clear and sunny,100,135,1,Winter
December,2014,"Slush, wet snow","Overcast, cloudy but no precipitation",85,116,0,Winter
December,2014,"Slush, wet snow",Raining,36,45,0,Winter
December,2014,"Slush, wet snow","Snowing, not including drifting snow",149,191,1,Winter
December,2014,"Slush, wet snow","Freezing rain, sleet, hail",10,13,0,Winter
December,2014,"Slush, wet snow",Visibility limitation,22,24,1,Winter
December,2014,"Slush, wet snow",Strong wind,2,3,0,Winter
December,2014,"Slush, wet snow",Clear and sunny,1,1,0,Winter
December,2014,Icy,Clear and sunny,756,986,9,Winter
December,2014,Icy,"Overcast, cloudy but no precipitation",279,367,10,Winter
December,2014,Icy,Raining,53,71,3,Winter
December,2014,Icy,"Snowing, not including drifting snow",223,298,3,Winter
December,2014,Icy,"Freezing rain, sleet, hail",109,145,3,Winter
December,2014,Icy,Visibility limitation,81,106,1,Winter
December,2014,Icy,Strong wind,15,17,0,Winter
December,2014,Icy,Other,3,3,0,Winter
December,2014,Icy,Clear and sunny,56,65,0,Winter
December,2014,Sand/gravel/dirt,Clear and sunny,17,20,0,Winter
December,2014,Sand/gravel/dirt,"Overcast, cloudy but no precipitation",6,7,1,Winter
December,2014,Sand/gravel/dirt,Visibility limitation,3,3,0,Winter
December,2014,Muddy,Clear and sunny,2,2,0,Winter
December,2014,Muddy,"Overcast, cloudy but no precipitation",1,2,0,Winter
December,2014,Flooded,Raining,3,3,0,Winter
December,2014,Other,Clear and sunny,576,756,9,Winter
December,2014,Other,"Overcast, cloudy but no precipitation",2,3,0,Winter
December,2014,Other,Raining,13,16,3,Winter
December,2014,Other,"Snowing, not including drifting snow",100,146,1,Winter
December,2014,Other,"Freezing rain, sleet, hail",6,5,1,Winter
December,2014,Other,Visibility limitation,21,30,1,Winter
December,2014,Other,Other,5,5,0,Winter
December,2014,Other,Clear and sunny,9,16,0,Winter
December,2014,Wet,Clear and sunny,27,31,0,Winter
December,2014,Wet,"Overcast, cloudy but no precipitation",6,8,0,Winter
December,2014,Wet,"Snowing, not including drifting snow",3,9,0,Winter
December,2014,Wet,Visibility limitation,1,2,0,Winter
December,2014,Wet,Clear and sunny,61,77,0,Winter
December,2015,"Dry, normal",Clear and sunny,3658,4997,71,Winter
December,2015,"Dry, normal","Overcast, cloudy but no precipitation",509,653,9,Winter
December,2015,"Dry, normal",Raining,7,10,0,Winter
December,2015,"Dry, normal","Snowing, not including drifting snow",4,7,0,Winter
December,2015,"Dry, normal",Visibility limitation,48,67,2,Winter
December,2015,"Dry, normal",Strong wind,10,14,0,Winter
December,2015,"Dry, normal",Other,5,10,0,Winter
December,2015,"Dry, normal",Clear and sunny,27,35,0,Winter
December,2015,Wet,Clear and sunny,779,1036,13,Winter
December,2015,Wet,"Overcast, cloudy but no precipitation",562,752,6,Winter
December,2015,Wet,Raining,1486,1943,18,Winter
December,2015,Wet,"Snowing, not including drifting snow",92,127,2,Winter
December,2015,Wet,"Freezing rain, sleet, hail",17,21,0,Winter
December,2015,Wet,Visibility limitation,123,173,1,Winter
December,2015,Wet,Strong wind,2,2,0,Winter
December,2015,Wet,Other,12,14,0,Winter
December,2015,Wet,Clear and sunny,14,15,0,Winter
December,2015,"Snow (fresh, loose snow)",Clear and sunny,167,215,0,Winter
December,2015,"Snow (fresh, loose snow)","Overcast, cloudy but no precipitation",131,181,3,Winter
December,2015,"Snow (fresh, loose snow)",Raining,8,10,1,Winter
December,2015,"Snow (fresh, loose snow)","Snowing, not including drifting snow",473,613,4,Winter
December,2015,"Snow (fresh, loose snow)","Freezing rain, sleet, hail",6,7,0,Winter
December,2015,"Snow (fresh, loose snow)",Visibility limitation,59,82,0,Winter
December,2015,"Snow (fresh, loose snow)",Strong wind,2,2,0,Winter
December,2015,"Snow (fresh, loose snow)",Clear and sunny,10,15,0,Winter
December,2015,"Slush, wet snow",Clear and sunny,57,78,1,Winter
December,2015,"Slush, wet snow","Overcast, cloudy but no precipitation",47,83,0,Winter
December,2015,"Slush, wet snow",Raining,40,62,0,Winter
December,2015,"Slush, wet snow","Snowing, not including drifting snow",129,178,4,Winter
December,2015,"Slush, wet snow","Freezing rain, sleet, hail",17,21,0,Winter
December,2015,"Slush, wet snow",Visibility limitation,13,14,0,Winter
December,2015,"Slush, wet snow",Strong wind,1,1,0,Winter
December,2015,Icy,Clear and sunny,398,536,9,Winter
December,2015,Icy,"Overcast, cloudy but no precipitation",240,330,6,Winter
December,2015,Icy,Raining,45,51,3,Winter
December,2015,Icy,"Snowing, not including drifting snow",228,304,2,Winter
December,2015,Icy,"Freezing rain, sleet, hail",113,145,1,Winter
December,2015,Icy,Visibility limitation,41,48,1,Winter
December,2015,Icy,Strong wind,6,8,0,Winter
December,2015,Icy,Other,2,2,0,Winter
December,2015,Icy,Clear and sunny,34,41,1,Winter
December,2015,Sand/gravel/dirt,Clear and sunny,10,11,0,Winter
December,2015,Sand/gravel/dirt,Raining,5,5,0,Winter
December,2015,Sand/gravel/dirt,"Snowing, not including drifting snow",1,1,0,Winter
December,2015,Sand/gravel/dirt,Clear and sunny,1,1,0,Winter
December,2015,Muddy,Clear and sunny,4,7,0,Winter
December,2015,Muddy,"Overcast, cloudy but no precipitation",1,1,0,Winter
December,2015,Other,Clear and sunny,393,519,4,Winter
December,2015,Other,"Overcast, cloudy but no precipitation",2,5,0,Winter
December,2015,Other,Raining,4,6,0,Winter
December,2015,Other,"Snowing, not including drifting snow",220,307,2,Winter
December,2015,Other,"Freezing rain, sleet, hail",6,6,0,Winter
December,2015,Other,Visibility limitation,29,38,0,Winter
December,2015,Other,Strong wind,3,3,0,Winter
December,2015,Other,Other,6,8,0,Winter
December,2015,Other,Clear and sunny,16,21,0,Winter
December,2015,Wet,Clear and sunny,24,30,1,Winter
December,2015,Wet,"Overcast, cloudy but no precipitation",3,3,0,Winter
December,2015,Wet,Raining,1,1,0,Winter
December,2015,Wet,"Snowing, not including drifting snow",3,3,0,Winter
December,2015,Wet,Clear and sunny,69,77,1,Winter
December,2016,"Dry, normal",Clear and sunny,2619,3537,47,Winter
December,2016,"Dry, normal","Overcast, cloudy but no precipitation",287,394,6,Winter
December,2016,"Dry, normal",Raining,2,2,0,Winter
December,2016,"Dry, normal","Snowing, not including drifting snow",15,22,0,Winter
December,2016,"Dry, normal",Visibility limitation,12,15,0,Winter
December,2016,"Dry, normal",Strong wind,13,22,0,Winter
December,2016,"Dry, normal",Other,4,5,0,Winter
December,2016,"Dry, normal",Clear and sunny,29,31,0,Winter
December,2016,Wet,Clear and sunny,1010,1410,17,Winter
December,2016,Wet,"Overcast, cloudy but no precipitation",456,612,2,Winter
December,2016,Wet,Raining,473,613,7,Winter
December,2016,Wet,"Snowing, not including drifting snow",219,300,3,Winter
December,2016,Wet,"Freezing rain, sleet, hail",13,17,0,Winter
December,2016,Wet,Visibility limitation,19,27,2,Winter
December,2016,Wet,Strong wind,2,3,0,Winter
December,2016,Wet,Other,2,5,0,Winter
December,2016,Wet,Clear and sunny,5,7,0,Winter
December,2016,"Snow (fresh, loose snow)",Clear and sunny,409,535,3,Winter
December,2016,"Snow (fresh, loose snow)","Overcast, cloudy but no precipitation",186,253,3,Winter
December,2016,"Snow (fresh, loose snow)",Raining,7,7,0,Winter
December,2016,"Snow (fresh, loose snow)","Snowing, not including drifting snow",1070,1404,5,Winter
December,2016,"Snow (fresh, loose snow)","Freezing rain, sleet, hail",5,5,0,Winter
December,2016,"Snow (fresh, loose snow)",Visibility limitation,184,248,1,Winter
December,2016,"Snow (fresh, loose snow)",Strong wind,13,16,0,Winter
December,2016,"Snow (fresh, loose snow)",Other,1,1,0,Winter
December,2016,"Snow (fresh, loose snow)",Clear and sunny,16,21,0,Winter
December,2016,"Slush, wet snow",Clear and sunny,195,247,4,Winter
December,2016,"Slush, wet snow","Overcast, cloudy but no precipitation",94,120,0,Winter
December,2016,"Slush, wet snow",Raining,36,45,1,Winter
December,2016,"Slush, wet snow","Snowing, not including drifting snow",236,297,1,Winter
December,2016,"Slush, wet snow","Freezing rain, sleet, hail",16,20,0,Winter
December,2016,"Slush, wet snow",Visibility limitation,15,17,0,Winter
December,2016,"Slush, wet snow",Strong wind,2,2,0,Winter
December,2016,"Slush, wet snow",Other,2,3,0,Winter
December,2016,"Slush, wet snow",Clear and sunny,4,6,0,Winter
December,2016,Icy,Clear and sunny,906,1210,10,Winter
December,2016,Icy,"Overcast, cloudy but no precipitation",347,463,3,Winter
December,2016,Icy,Raining,35,42,3,Winter
December,2016,Icy,"Snowing, not including drifting snow",523,731,2,Winter
December,2016,Icy,"Freezing rain, sleet, hail",164,225,0,Winter
December,2016,Icy,Visibility limitation,113,144,3,Winter
December,2016,Icy,Strong wind,28,41,1,Winter
December,2016,Icy,Other,5,5,0,Winter
December,2016,Icy,Clear and sunny,35,42,1,Winter
December,2016,Sand/gravel/dirt,Clear and sunny,3,3,0,Winter
December,2016,Sand/gravel/dirt,"Overcast, cloudy but no precipitation",2,6,1,Winter
December,2016,Sand/gravel/dirt,Visibility limitation,1,1,0,Winter
December,2016,Sand/gravel/dirt,Other,1,1,0,Winter
December,2016,Muddy,"Overcast, cloudy but no precipitation",1,1,0,Winter
December,2016,Other,Clear and sunny,478,638,7,Winter
December,2016,Other,"Overcast, cloudy but no precipitation",4,4,0,Winter
December,2016,Other,Raining,3,3,0,Winter
December,2016,Other,"Snowing, not including drifting snow",254,349,8,Winter
December,2016,Other,"Freezing rain, sleet, hail",3,3,0,Winter
December,2016,Other,Visibility limitation,5,7,1,Winter
December,2016,Other,Strong wind,13,16,1,Winter
December,2016,Other,Other,4,4,0,Winter
December,2016,Other,Clear and sunny,15,27,0,Winter
December,2016,Wet,Clear and sunny,27,34,1,Winter
December,2016,Wet,"Overcast, cloudy but no precipitation",6,8,0,Winter
December,2016,Wet,Raining,2,2,0,Winter
December,2016,Wet,"Snowing, not including drifting snow",8,12,0,Winter
December,2016,Wet,Visibility limitation,3,5,0,Winter
December,2016,Wet,Clear and sunny,69,77,2,Winter
December,2017,"Dry, normal",Clear and sunny,3443,4627,68,Winter
December,2017,"Dry, normal","Overcast, cloudy but no precipitation",427,586,9,Winter
December,2017,"Dry, normal",Raining,6,6,0,Winter
December,2017,"Dry, normal","Snowing, not including drifting snow",8,14,0,Winter
December,2017,"Dry, normal",Visibility limitation,41,60,0,Winter
December,2017,"Dry, normal",Strong wind,9,11,1,Winter
December,2017,"Dry, normal",Other,7,7,0,Winter
December,2017,"Dry, normal",Clear and sunny,20,23,0,Winter
December,2017,Wet,Clear and sunny,941,1293,17,Winter
December,2017,Wet,"Overcast, cloudy but no precipitation",308,395,6,Winter
December,2017,Wet,Raining,438,572,8,Winter
December,2017,Wet,"Snowing, not including drifting snow",168,243,4,Winter
December,2017,Wet,"Freezing rain, sleet, hail",7,8,0,Winter
December,2017,Wet,Visibility limitation,62,88,2,Winter
December,2017,Wet,Strong wind,8,9,0,Winter
December,2017,Wet,Other,2,2,0,Winter
December,2017,Wet,Clear and sunny,10,13,0,Winter
December,2017,"Snow (fresh, loose snow)",Clear and sunny,381,473,2,Winter
December,2017,"Snow (fresh, loose snow)","Overcast, cloudy but no precipitation",179,199,2,Winter
December,2017,"Snow (fresh, loose snow)",Raining,7,8,0,Winter
December,2017,"Snow (fresh, loose snow)","Snowing, not including drifting snow",958,1269,14,Winter
December,2017,"Snow (fresh, loose snow)","Freezing rain, sleet, hail",1,1,0,Winter
December,2017,"Snow (fresh, loose snow)",Visibility limitation,163,220,1,Winter
December,2017,"Snow (fresh, loose snow)",Strong wind,11,15,0,Winter
December,2017,"Snow (fresh, loose snow)",Other,3,5,0,Winter
December,2017,"Snow (fresh, loose snow)",Clear and sunny,11,19,0,Winter
December,2017,"Slush, wet snow",Clear and sunny,185,249,0,Winter
December,2017,"Slush, wet snow","Overcast, cloudy but no precipitation",74,105,0,Winter
December,2017,"Slush, wet snow",Raining,23,29,1,Winter
December,2017,"Slush, wet snow","Snowing, not including drifting snow",175,235,0,Winter
December,2017,"Slush, wet snow","Freezing rain, sleet, hail",9,11,0,Winter
December,2017,"Slush, wet snow",Visibility limitation,10,12,0,Winter
December,2017,"Slush, wet snow",Strong wind,1,1,0,Winter
December,2017,"Slush, wet snow",Other,2,3,0,Winter
December,2017,"Slush, wet snow",Clear and sunny,1,1,0,Winter
December,2017,Icy,Clear and sunny,944,1274,8,Winter
December,2017,Icy,"Overcast, cloudy but no precipitation",297,401,5,Winter
December,2017,Icy,Raining,15,20,3,Winter
December,2017,Icy,"Snowing, not including drifting snow",432,586,3,Winter
December,2017,Icy,"Freezing rain, sleet, hail",36,42,1,Winter
December,2017,Icy,Visibility limitation,102,146,4,Winter
December,2017,Icy,Strong wind,22,36,0,Winter
December,2017,Icy,Other,7,8,0,Winter
December,2017,Icy,Clear and sunny,32,36,0,Winter
December,2017,Sand/gravel/dirt,Clear and sunny,11,14,0,Winter
December,2017,Sand/gravel/dirt,"Overcast, cloudy but no precipitation",6,9,1,Winter
December,2017,Sand/gravel/dirt,"Snowing, not including drifting snow",1,1,0,Winter
December,2017,Muddy,Clear and sunny,1,1,0,Winter
December,2017,Muddy,Raining,1,1,0,Winter
December,2017,Oil,Clear and sunny,3,4,0,Winter
December,2017,Other,Clear and sunny,350,449,3,Winter
December,2017,Other,"Overcast, cloudy but no precipitation",7,7,0,Winter
December,2017,Other,Raining,6,7,0,Winter
